,id,total_sold,avg_sold_price,max_sold_price,types,rarity,skin,traits,total_traits,marcador
1092,1092,6.0,12.073333333333336,30.5,Female,862,Albino,"Blonde Short,Cigarette,Spots",3,1
1093,1093,1.0,1.0,1.0,Male,355,Mid,"Buck Teeth,Mustache,Peak Spike,Small Shades",4,1
1094,1094,2.0,26.25,51.0,Male,4831,Light,"Chinstrap,Classic Shades,Hoodie",3,1
1096,1096,2.0,5.25,6.5,Female,9034,Light,"Black Lipstick,Mohawk Dark",2,1
1097,1097,1.0,0.12,0.12,Male,9414,Light,"Frumpy Hair,Mole,Nerd Glasses",3,1
1100,1100,4.0,14.997499999999999,24.5,Male,1934,Light,"Frown,Nerd Glasses,Vampire Hair",3,1
1102,1102,6.0,13.946666666666665,30.0,Female,2728,Light,"Black Lipstick,Clown Eyes Blue,Clown Nose,Straight Hair",4,1
1105,1105,1.0,30.0,30.0,Male,3410,Light,"Gold Chain,Luxurious Beard,Wild Hair",3,1
1109,1109,1.0,22.4,22.4,Male,8283,Dark,"Mohawk Thin,Small Shades",2,1
1111,1111,1.0,1.11,1.11,Male,2927,Light,"Peak Spike,Shadow Beard,Silver Chain",3,1
1115,1115,1.0,7.0,7.0,Female,1335,Mid,"Hot Lipstick,Wild White Hair",2,1
1116,1116,2.0,24.575,49.0,Male,1454,Dark,"Cowboy Hat,Shadow Beard",2,1
1118,1118,3.0,28.666666666666668,30.5,Male,4220,Albino,"Cap Forward,Smile",2,1
1119,1119,3.0,300.0133333333333,400.04,Zombie,526,Zombie,"Do-rag,Eye Patch,Shadow Beard",3,1
1123,1123,2.0,38.0,60.0,Female,1489,Mid,"3D Glasses,Medical Mask,Straight Hair Blonde",3,1
1127,1127,6.0,7.006666666666667,15.0,Male,1750,Dark,"Big Beard,Purple Hair",2,1
1129,1129,2.0,26.74,26.99,Male,3139,Dark,"Front Beard,Purple Hair,Vape",3,1
1142,1142,1.0,26.99,26.99,Female,3717,Mid,"Black Lipstick,Tassle Hat",2,1
1143,1143,1.0,0.15,0.15,Male,5173,Dark,"Bandana,Front Beard Dark",2,1
1144,1144,1.0,0.28,0.28,Male,7610,Mid,"Muttonchops,Peak Spike",2,1
1146,1146,5.0,0.31999999999999995,0.4,Male,9089,Light,"Eye Patch,Mohawk",2,1
1147,1147,1.0,43.0,43.0,Male,6330,Mid,"3D Glasses,Shaved Head",2,1
1151,1151,2.0,49.495000000000005,49.99,Female,8054,Mid,Knitted Cap,1,1
1155,1155,2.0,0.16999999999999998,0.19,Male,6063,Dark,"Front Beard,Frumpy Hair,Nerd Glasses",3,1
1156,1156,1.0,0.25,0.25,Female,1329,Mid,"Purple Lipstick,Wild White Hair",2,1
1160,1160,2.0,3.21,6.27,Male,8263,Dark,"Earring,Knitted Cap,Small Shades",3,1
1161,1161,3.0,18.91333333333333,26.99,Female,9681,Mid,"Messy Hair,Nerd Glasses",2,1
1162,1162,2.0,83.495,119.99,Female,398,Light,"Hot Lipstick,Spots,Straight Hair Blonde,Welding Goggles",4,1
1163,1163,1.0,49.0,49.0,Female,671,Light,"Blue Eye Shadow,Mole,Pink With Hat",3,1
1164,1164,1.0,0.5,0.5,Male,4753,Mid,"Cap Forward,Regular Shades",2,1
1170,1170,2.0,0.145,0.18,Male,5979,Mid,"Front Beard,Shaved Head",2,1
1176,1176,1.0,15.0,15.0,Female,5914,Light,"Mohawk Dark,Vape",2,1
1178,1178,1.0,0.55,0.55,Male,7849,Mid,"Headband,Pipe",2,1
1180,1180,2.0,0.11,0.12,Male,7719,Mid,"Mohawk,Muttonchops",2,1
1183,1183,2.0,58.95,101.0,Male,3269,Albino,"Big Shades,Cap,Earring,Gold Chain,Muttonchops",5,1
1190,1190,3.0,154.66666666666666,400.0,Zombie,510,Zombie,"Bandana,Cigarette,Earring,Handlebars",4,1
1196,1196,2.0,18.75,25.0,Female,8366,Albino,"Clown Eyes Green,Earring,Mohawk Dark",3,1
1205,1205,3.0,22.666666666666668,28.0,Female,8836,Mid,"Crazy Hair,Earring",2,1
1209,1209,2.0,28.75,32.5,Female,7955,Albino,"Mohawk Dark,VR",2,1
1210,1210,1.0,75.0,75.0,Female,1501,Light,"Cigarette,Purple Eye Shadow,Purple Lipstick,Wild Blonde",4,1
1211,1211,2.0,0.27999999999999997,0.35,Male,4222,Dark,"Cap Forward,Smile",2,1
1212,1212,4.0,12.8925,23.0,Female,5803,Dark,"Green Eye Shadow,Wild Hair",2,1
1215,1215,2.0,0.30000000000000004,0.32,Male,8709,Light,"Earring,Headband",2,1
1216,1216,2.0,0.3,0.45,Male,3217,Light,Purple Hair,1,1
1224,1224,1.0,23.0,23.0,Female,5348,Mid,"Cigarette,Headband,Purple Eye Shadow",3,1
1225,1225,1.0,2.0,2.0,Female,1692,Albino,"Black Lipstick,Earring,Straight Hair Blonde",3,1
1226,1226,1.0,0.1,0.1,Male,3574,Dark,"Earring,Medical Mask,Messy Hair,Shadow Beard",4,1
1231,1231,1.0,0.06,0.06,Male,5962,Light,"Bandana,Cigarette,Eye Mask,Front Beard",4,1
1232,1232,1.0,11.11,11.11,Female,605,Mid,Pigtails,1,1
1234,1234,2.0,5.25,5.5,Female,5710,Light,"Blue Eye Shadow,Stringy Hair",2,1
1236,1236,2.0,0.16,0.22,Male,7717,Light,"Mohawk,Muttonchops",2,1
1237,1237,1.0,35.0,35.0,Female,604,Light,Pigtails,1,1
1238,1238,2.0,2.945,5.0,Male,7530,Light,"Do-rag,Regular Shades",2,1
1240,1240,2.0,39.0,46.0,Male,6531,Dark,"3D Glasses,Messy Hair",2,1
1241,1241,3.0,5.5,6.0,Male,7219,Albino,"Goat,Shaved Head",2,1
1242,1242,1.0,3.0,3.0,Male,8170,Mid,"Cap,Shadow Beard",2,1
1243,1243,3.0,58.66,84.99,Female,1515,Light,"Purple Eye Shadow,Wild Blonde",2,1
1244,1244,5.0,0.874,1.95,Male,3259,Mid,"Mole,Purple Hair",2,1
1251,1251,3.0,25.986666666666665,33.0,Female,2315,Light,"Black Lipstick,Blonde Bob,Nerd Glasses",3,1
1252,1252,1.0,0.25,0.25,Male,6559,Mid,"Bandana,Earring,Luxurious Beard",3,1
1253,1253,2.0,34.84,48.99,Female,2373,Albino,"Blonde Bob,Earring,Purple Lipstick",3,1
1254,1254,1.0,0.31,0.31,Male,8389,Dark,"Clown Eyes Green,Earring,Mohawk Thin",3,1
1256,1256,2.0,0.35,0.4,Male,7524,Light,"Do-rag,Earring,Regular Shades",3,1
1257,1257,2.0,0.16999999999999998,0.19,Male,7480,Dark,"Classic Shades,Do-rag,Earring",3,1
1258,1258,1.0,0.45,0.45,Male,8189,Mid,"Big Shades,Cap,Earring",3,1
1259,1259,1.0,0.05,0.05,Male,5020,Mid,"Earring,Front Beard Dark,Shaved Head,Small Shades",4,1
1264,1264,1.0,0.5,0.5,Female,2803,Albino,"Classic Shades,Straight Hair",2,1
1265,1265,1.0,0.11,0.11,Female,3015,Dark,"Dark Hair,Earring,Eye Mask,Purple Lipstick",4,1
1266,1266,4.0,12.542499999999999,25.0,Male,4307,Mid,"Cap,Smile",2,1
1269,1269,2.0,24.445,25.0,Male,4619,Dark,"Cap Forward,Chinstrap,Eye Patch",3,1
1270,1270,1.0,0.1,0.1,Male,8733,Light,"Crazy Hair,Regular Shades,Shadow Beard",3,1
1271,1271,1.0,87.0,87.0,Male,890,Light,"Big Shades,Earring,Pipe,Purple Hair,Spots",5,1
1274,1274,1.0,0.05,0.05,Male,836,Mid,"Regular Shades,Shadow Beard,Top Hat",3,1
1275,1275,1.0,6.0,6.0,Male,6203,Dark,"Chinstrap,Knitted Cap",2,1
1280,1280,2.0,12.625,13.25,Male,4145,Dark,"Clown Nose,Messy Hair,Small Shades",3,1
1282,1282,1.0,22.65,22.65,Male,7806,Light,"Big Shades,Peak Spike",2,1
1284,1284,1.0,0.25,0.25,Male,6638,Light,"Big Shades,Crazy Hair,Mustache",3,1
1286,1286,1.0,0.11,0.11,Male,9867,Mid,"Cigarette,Stringy Hair",2,1
1287,1287,2.0,28.55,31.0,Male,2932,Albino,"Cap,Silver Chain",2,1
1288,1288,2.0,26.99,26.99,Male,4699,Mid,"Cap Forward,Pipe",2,1
1290,1290,1.0,0.25,0.25,Male,5977,Light,"Front Beard,Shaved Head",2,1
1299,1299,5.0,13.354,24.95,Female,5403,Dark,"Frumpy Hair,Hot Lipstick,Purple Eye Shadow",3,1
1302,1302,2.0,20.25,25.0,Female,8618,Dark,"Classic Shades,Headband",2,1
1306,1306,1.0,0.09,0.09,Male,9871,Dark,"Earring,Stringy Hair",2,1
1308,1308,1.0,52.0,52.0,Male,3184,Mid,"Normal Beard Black,Purple Hair",2,1
1311,1311,1.0,26.0,26.0,Female,973,Mid,"Hot Lipstick,Messy Hair,Spots",3,1
1314,1314,1.0,23.0,23.0,Male,7202,Mid,"Bandana,Earring,Eye Mask",3,1
1315,1315,2.0,17.6,35.0,Female,8106,Light,Stringy Hair,1,1
1316,1316,2.0,12.58,14.66,Male,5138,Light,"Front Beard Dark,Frumpy Hair",2,1
1320,1320,2.0,22.994999999999997,26.0,Male,3169,Mid,"Earring,Eye Mask,Mustache,Purple Hair",4,1
1321,1321,3.0,16.12666666666667,18.5,Male,7488,Light,"Classic Shades,Shaved Head",2,1
1322,1322,1.0,6.21,6.21,Male,7577,Dark,"Earring,Mole,Shaved Head",3,1
1323,1323,1.0,17.0,17.0,Male,9567,Albino,"Mole,Wild Hair",2,1
1324,1324,7.0,0.67,1.38,Male,9382,Mid,"Earring,Frumpy Hair,Regular Shades",3,1
1325,1325,3.0,21.126666666666665,24.88,Male,9404,Dark,"Big Shades,Frumpy Hair",2,1
1326,1326,1.0,9.5,9.5,Male,6322,Dark,"3D Glasses,Shaved Head",2,1
1330,1330,4.0,1.0625,3.0,Male,4020,Light,Police Cap,1,1
1331,1331,1.0,0.25,0.25,Male,6941,Mid,"Normal Beard,Peak Spike",2,1
1334,1334,2.0,7.375,8.75,Male,9090,Light,"Eye Patch,Mohawk Thin",2,1
1335,1335,3.0,2.986666666666667,3.98,Male,8169,Light,"Cap,Shadow Beard",2,1
1338,1338,4.0,8.745,33.0,Male,4284,Dark,"Shaved Head,Smile",2,1
1340,1340,2.0,22.595,30.0,Female,8370,Light,"Clown Eyes Green,Mohawk Dark",2,1
1343,1343,1.0,2.5,2.5,Male,9592,Dark,"Earring,Wild Hair",2,1
1347,1347,1.0,8.5,8.5,Male,7328,Light,"Frumpy Hair,Goat",2,1
1348,1348,1.0,95.0,95.0,Male,6282,Light,"3D Glasses,Crazy Hair,Earring,Normal Beard Black",4,1
1349,1349,4.0,8.935,23.9,Male,6700,Light,"Mustache,Wild Hair",2,1
1350,1350,2.0,16.244999999999997,22.49,Female,9829,Mid,"Black Lipstick,Stringy Hair",2,1
1351,1351,4.0,2.3575,3.63,Male,2902,Mid,"Knitted Cap,Mustache,Regular Shades,Silver Chain",4,1
1352,1352,1.0,24.99,24.99,Female,2301,Dark,"Half Shaved,Horned Rim Glasses",2,1
1353,1353,1.0,0.5,0.5,Male,8783,Dark,"Crazy Hair,Nerd Glasses",2,1
1354,1354,7.0,42.80285714285714,53.0,Female,625,Mid,"Pigtails,Regular Shades",2,1
1359,1359,1.0,0.25,0.25,Male,4315,Dark,"Headband,Smile",2,1
1360,1360,5.0,1.542,2.17,Male,9866,Light,"Cigarette,Stringy Hair",2,1
1361,1361,4.0,32.725,37.0,Male,6462,Dark,"3D Glasses,Mohawk",2,1
1362,1362,7.0,5.79,16.25,Male,976,Mid,"Spots,Stringy Hair",2,1
1369,1369,7.0,9.217142857142857,18.47,Female,8499,Mid,"Clown Eyes Blue,Knitted Cap",2,1
1370,1370,2.0,18.5,19.0,Male,5456,Light,"Earring,Handlebars,Messy Hair,Vape",4,1
1374,1374,3.0,1.43,1.89,Zombie,550,Zombie,"Big Shades,Earring,Mohawk Dark",3,1
1375,1375,1.0,22.0,22.0,Male,7462,Mid,"Cigarette,Eye Patch,Shaved Head",3,1
1376,1376,4.0,25.745,55.0,Male,6527,Dark,"Earring,Luxurious Beard,Messy Hair",3,1
1378,1378,3.0,5.2700000000000005,5.48,Male,6238,Dark,"Chinstrap,Wild Hair",2,1
1379,1379,2.0,10.89,11.98,Female,5346,Light,"Headband,Purple Eye Shadow,Purple Lipstick",3,1
1380,1380,1.0,0.05,0.05,Male,4380,Mid,"Bandana,Classic Shades,Shadow Beard,Smile",4,1
1384,1384,1.0,0.31,0.31,Male,9324,Light,"Cigarette,Mohawk Thin",2,1
1385,1385,6.0,10.405,21.0,Male,7229,Light,"Goat,Peak Spike,Small Shades",3,1
1387,1387,3.0,4.66,13.8,Male,9468,Light,"Earring,Frumpy Hair",2,1
1389,1389,2.0,14.794999999999998,16.99,Female,1579,Light,"Black Lipstick,Straight Hair Blonde,VR",3,1
1390,1390,1.0,0.75,0.75,Female,1995,Mid,"Blonde Bob,Blue Eye Shadow,Earring",3,1
1392,1392,4.0,12.045,21.99,Female,9768,Light,"Classic Shades,Stringy Hair",2,1
1394,1394,2.0,4.025,7.8,Male,7828,Mid,"Cigarette,Peak Spike",2,1
1396,1396,2.0,0.16999999999999998,0.24,Male,3456,Mid,"Earring,Frumpy Hair,Gold Chain",3,1
1397,1397,5.0,8.475999999999999,20.0,Male,6576,Dark,"Do-rag,Horned Rim Glasses,Mustache",3,1
1398,1398,5.0,6.029999999999999,28.99,Male,977,Mid,"Bandana,Shadow Beard,Spots",3,1
1401,1401,2.0,0.16,0.24,Male,6940,Dark,"Normal Beard,Peak Spike",2,1
1402,1402,2.0,23.2,23.4,Male,8490,Light,"Clown Eyes Blue,Knitted Cap,Shadow Beard",3,1
1403,1403,2.0,0.89,0.9,Male,8316,Dark,"Small Shades,Stringy Hair",2,1
1404,1404,1.0,10.0,10.0,Male,5485,Light,"Do-rag,Handlebars",2,1
1406,1406,1.0,22.5,22.5,Male,4616,Light,"Cap Forward,Front Beard",2,1
1407,1407,2.0,0.44,0.48,Male,3563,Dark,"Medical Mask,Mohawk",2,1
1408,1408,1.0,25.0,25.0,Male,9237,Light,"Mohawk,Nerd Glasses",2,1
1413,1413,5.0,15.01,24.5,Female,9428,Dark,"Black Lipstick,Cigarette,Frumpy Hair",3,1
1416,1416,4.0,1.575,5.3,Male,9836,Light,"Earring,Mole,Stringy Hair",3,1
1417,1417,5.0,1.2600000000000002,2.6,Female,9766,Dark,"Classic Shades,Stringy Hair",2,1
1419,1419,1.0,28.0,28.0,Male,9398,Albino,"Big Shades,Frumpy Hair",2,1
1420,1420,2.0,41.49,47.99,Female,1983,Mid,"Blonde Bob,Blue Eye Shadow,Purple Lipstick",3,1
1422,1422,2.0,0.225,0.25,Male,4922,Light,"Clown Eyes Blue,Hoodie,Pipe",3,1
1424,1424,1.0,0.48,0.48,Male,7272,Mid,"Cigarette,Goat,Headband,Nerd Glasses",4,1
1425,1425,2.0,0.275,0.3,Male,1930,Mid,"Chinstrap,Smile,Vampire Hair",3,1
1426,1426,2.0,8.51,16.9,Female,3578,Albino,"Medical Mask,Stringy Hair",2,1
1430,1430,2.0,0.1,0.12,Male,6133,Dark,"Chinstrap,Do-rag,Earring,Horned Rim Glasses",4,1
1433,1433,1.0,5.0,5.0,Female,148,Mid,"Gold Chain,Pilot Helmet",2,1
1435,1435,2.0,13.855,15.71,Male,7664,Mid,"Clown Eyes Green,Earring,Headband,Muttonchops",4,1
1436,1436,8.0,9.78,21.0,Male,9272,Dark,"Mohawk,Mole",2,1
1437,1437,1.0,0.37,0.37,Male,7339,Light,"Goat,Wild Hair",2,1
1438,1438,1.0,0.5,0.5,Female,162,Mid,Pilot Helmet,1,1
1440,1440,5.0,4.8759999999999994,17.4,Male,8711,Mid,"Earring,Headband",2,1
1443,1443,1.0,3.5,3.5,Male,8121,Mid,"Cap,Small Shades",2,1
1444,1444,1.0,16.0,16.0,Female,9887,Mid,"Bandana,Classic Shades",2,1
1445,1445,1.0,24.97,24.97,Male,5085,Mid,"Front Beard Dark,Headband",2,1
1446,1446,1.0,42.99,42.99,Female,649,Dark,"Hot Lipstick,Pigtails",2,1
1447,1447,3.0,18.330000000000002,51.0,Male,4799,Albino,"Cigarette,Eye Patch,Frown,Hoodie",4,1
1448,1448,2.0,27.75,30.5,Male,7833,Light,"Frumpy Hair,Pipe,VR",3,1
1451,1451,4.0,20.125,26.0,Male,9884,Light,"Bandana,Classic Shades,Earring",3,1
1454,1454,1.0,25.0,25.0,Female,2424,Light,"Earring,Red Mohawk",2,1
1456,1456,5.0,0.426,0.73,Male,8690,Mid,"Headband,Mole",2,1
1458,1458,4.0,9.4825,30.0,Male,7823,Dark,"Cigarette,Earring,Peak Spike",3,1
1462,1462,2.0,25.5,50.0,Male,1824,Albino,"Big Beard,Earring,Eye Patch,Headband",4,1
1463,1463,3.0,13.246666666666664,22.99,Male,9311,Dark,"Cigarette,Earring,Mohawk Thin",3,1
1464,1464,1.0,0.25,0.25,Male,7582,Light,"Do-rag,Mole",2,1
1466,1466,1.0,0.25,0.25,Male,8454,Mid,"Clown Eyes Green,Stringy Hair",2,1
1467,1467,6.0,7.399999999999999,17.5,Female,5805,Mid,"Green Eye Shadow,Wild Hair",2,1
1469,1469,6.0,3.76,9.99,Male,7760,Dark,"Muttonchops,Regular Shades,Stringy Hair",3,1
1473,1473,4.0,13.5125,21.15,Male,6242,Dark,"Chinstrap,Earring,Messy Hair",3,1
1474,1474,3.0,25.69666666666667,44.99,Male,3424,Mid,"Big Shades,Gold Chain,Peak Spike",3,1
1475,1475,3.0,25.566666666666666,29.0,Female,7968,Mid,"Earring,Mohawk,VR",3,1
1477,1477,1.0,0.45,0.45,Female,2822,Mid,"Big Shades,Earring,Straight Hair",3,1
1479,1479,2.0,1.5,2.0,Female,7941,Light,"Crazy Hair,VR",2,1
1480,1480,2.0,7.055,14.0,Male,6175,Light,"Chinstrap,Small Shades,Stringy Hair",3,1
1482,1482,1.0,0.31,0.31,Male,9319,Dark,"Cigarette,Mohawk",2,1
1483,1483,1.0,5.0,5.0,Male,770,Albino,"3D Glasses,Frown,Top Hat",3,1
1484,1484,1.0,0.04,0.04,Male,4812,Light,"Earring,Handlebars,Hoodie",3,1
1486,1486,1.0,0.2,0.2,Male,7710,Mid,"Big Shades,Mohawk Thin,Muttonchops",3,1
1489,1489,3.0,26.960000000000004,39.99,Female,1328,Light,"Earring,Purple Lipstick,Wild White Hair",3,1
1490,1490,2.0,14.875,25.5,Male,8129,Mid,"Cap,Clown Eyes Green,Earring",3,1
1492,1492,1.0,0.2,0.2,Male,1762,Light,"Big Beard,Police Cap,VR",3,1
1495,1495,2.0,29.994999999999997,34.0,Female,3105,Light,"Dark Hair,Hot Lipstick",2,1
1502,1502,2.0,14.0,23.0,Male,7092,Light,"Eye Mask,Shaved Head",2,1
1503,1503,1.0,0.25,0.25,Male,8625,Dark,"Headband,Horned Rim Glasses,Shadow Beard",3,1
1504,1504,1.0,24.99,24.99,Female,5789,Mid,"Black Lipstick,Earring,Frumpy Hair,Green Eye Shadow",4,1
1505,1505,1.0,0.25,0.25,Male,7945,Dark,"Cigarette,Knitted Cap,VR",3,1
1506,1506,1.0,19.99,19.99,Male,3501,Dark,"Handlebars,Medical Mask,Peak Spike",3,1
1507,1507,2.0,0.165,0.2,Male,1354,Dark,"Cowboy Hat,Earring,Smile",3,1
1508,1508,1.0,30.0,30.0,Female,133,Light,"Black Lipstick,Choker,Horned Rim Glasses,Mohawk Dark",4,1
1509,1509,2.0,0.665,0.68,Male,6149,Mid,"Chinstrap,Nerd Glasses,Peak Spike",3,1
1510,1510,2.0,11.745000000000001,13.49,Male,6368,Light,"3D Glasses,Cap",2,1
1512,1512,2.0,0.3,0.42,Female,9271,Dark,"Mohawk Thin,Mole",2,1
1513,1513,4.0,48.1225,51.5,Female,461,Light,"Black Lipstick,Frumpy Hair,Mole,Welding Goggles",4,1
1516,1516,1.0,9.8,9.8,Male,8922,Light,"Knitted Cap,Mole",2,1
1517,1517,1.0,22.0,22.0,Male,8264,Mid,"Earring,Knitted Cap,Small Shades",3,1
1518,1518,1.0,5.25,5.25,Male,6646,Dark,"Classic Shades,Knitted Cap,Mustache",3,1
1519,1519,3.0,0.5633333333333334,0.89,Male,8095,Albino,Messy Hair,1,1
1520,1520,3.0,9.299999999999999,27.5,Female,3543,Light,"Clown Eyes Green,Medical Mask,Mohawk Dark",3,1
1521,1521,2.0,15.405000000000001,24.21,Male,6643,Light,"Crazy Hair,Mustache",2,1
1522,1522,4.0,2.755,6.95,Male,3201,Light,"Classic Shades,Muttonchops,Purple Hair",3,1
1524,1524,3.0,3.8800000000000003,4.4,Male,9467,Dark,"Earring,Frumpy Hair",2,1
1527,1527,1.0,23.0,23.0,Female,2335,Dark,"Black Lipstick,Half Shaved,Mole",3,1
1528,1528,1.0,37.0,37.0,Male,5010,Dark,"3D Glasses,Bandana,Front Beard Dark",3,1
1529,1529,1.0,12.99,12.99,Female,2134,Albino,"Pipe,Red Mohawk",2,1
1530,1530,1.0,0.37,0.37,Male,8842,Albino,"Eye Patch,Knitted Cap",2,1
1532,1532,1.0,5.0,5.0,Male,9238,Light,"Mohawk Thin,Nerd Glasses",2,1
1533,1533,2.0,5.025,6.3,Male,8704,Mid,"Cigarette,Headband",2,1
1535,1535,3.0,23.323333333333334,23.99,Female,3055,Dark,"Classic Shades,Dark Hair,Earring",3,1
1537,1537,5.0,2.538,10.0,Male,2160,Dark,Vampire Hair,1,1
1538,1538,1.0,0.4,0.4,Male,6609,Light,"Cap,Earring,Mustache",3,1
1539,1539,3.0,0.23666666666666666,0.35,Male,9118,Mid,"Classic Shades,Mohawk Thin",2,1
1540,1540,1.0,0.31,0.31,Male,8940,Mid,"Cigarette,Knitted Cap",2,1
1546,1546,3.0,17.156666666666666,19.0,Male,5494,Light,"Handlebars,Peak Spike,Regular Shades",3,1
1548,1548,2.0,12.935,24.62,Female,9281,Dark,"Earring,Mohawk Thin,Purple Lipstick",3,1
1552,1552,2.0,23.244999999999997,23.99,Female,3061,Mid,"Dark Hair,Regular Shades",2,1
1555,1555,2.0,0.18,0.22,Male,3813,Mid,"Fedora,Mustache",2,1
1556,1556,3.0,39.913333333333334,46.99,Female,640,Dark,"Earring,Pigtails,Purple Lipstick",3,1
1557,1557,1.0,0.31,0.31,Male,7694,Mid,"Knitted Cap,Muttonchops",2,1
1558,1558,4.0,10.52,25.0,Male,4445,Dark,Normal Beard Black,1,1
1560,1560,1.0,0.36,0.36,Male,4364,Dark,"Smile,Wild Hair",2,1
1561,1561,4.0,21.99,27.99,Female,2670,Dark,"Clown Hair Green,Earring,Hot Lipstick,Mole",4,1
1564,1564,3.0,27.463333333333335,29.99,Male,3572,Dark,"Medical Mask,Wild Hair",2,1
1565,1565,5.0,0.4739999999999999,0.73,Male,5597,Light,"Handlebars,Wild Hair",2,1
1566,1566,2.0,19.5,26.0,Female,7846,Mid,"Headband,Hot Lipstick,Pipe",3,1
1575,1575,2.0,3.07,6.0,Male,7207,Mid,"Goat,Shaved Head,VR",3,1
1580,1580,1.0,0.1,0.1,Male,7904,Dark,"Classic Shades,Messy Hair,Pipe",3,1
1581,1581,2.0,0.5700000000000001,0.76,Male,7744,Dark,"Messy Hair,Muttonchops",2,1
1584,1584,1.0,0.05,0.05,Male,1972,Dark,"Handlebars,Vampire Hair",2,1
1585,1585,8.0,17.3875,25.0,Male,5220,Light,"Frown,Shaved Head,Small Shades",3,1
1586,1586,6.0,10.146666666666667,26.0,Male,8767,Light,"Crazy Hair,Horned Rim Glasses",2,1
1587,1587,2.0,27.0,30.0,Female,6563,Light,"3D Glasses,Bandana",2,1
1588,1588,3.0,25.159999999999997,26.99,Female,3673,Light,"Clown Eyes Blue,Tassle Hat",2,1
1589,1589,5.0,10.196,24.0,Male,3795,Mid,"Chinstrap,Fedora",2,1
1590,1590,2.0,1.05,2.0,Male,2083,Mid,"Normal Beard Black,Small Shades,Vampire Hair",3,1
1592,1592,5.0,13.273999999999997,21.75,Male,9023,Light,"Mohawk Dark,Nerd Glasses",2,1
1594,1594,1.0,6.0,6.0,Male,7303,Light,"Goat,Mohawk Dark",2,1
1605,1605,7.0,32.51285714285714,75.0,Male,3319,Dark,"Earring,Frown,Shadow Beard,Shaved Head,VR",5,1
1610,1610,2.0,0.175,0.29,Male,5143,Dark,"Front Beard Dark,Wild Hair",2,1
1613,1613,3.0,18.919999999999998,24.99,Male,8700,Dark,"Cigarette,Earring,Headband",3,1
1614,1614,2.0,23.95,25.0,Male,5587,Light,"Earring,Frumpy Hair,Handlebars",3,1
1615,1615,1.0,0.36,0.36,Male,4835,Light,"Chinstrap,Hoodie",2,1
1617,1617,2.0,0.925,0.95,Male,5036,Dark,"Do-rag,Front Beard Dark",2,1
1618,1618,2.0,24.240000000000002,25.0,Female,8406,Albino,"Clown Eyes Green,Frumpy Hair,Hot Lipstick",3,1
1621,1621,1.0,26.49,26.49,Female,2659,Dark,"Black Lipstick,Cigarette,Clown Hair Green",3,1
1622,1622,1.0,21.5,21.5,Male,8875,Dark,"Earring,Knitted Cap,Regular Shades",3,1
1623,1623,2.0,45.0,53.0,Female,2763,Light,"3D Glasses,Straight Hair",2,1
1624,1624,3.0,5.573333333333333,16.5,Male,6250,Mid,"Bandana,Chinstrap,Earring,Eye Patch",4,1
1625,1625,2.0,12.69,25.0,Male,8219,Dark,"Cap,Mole",2,1
1626,1626,3.0,48.07333333333333,54.98,Female,6524,Mid,"3D Glasses,Messy Hair,Purple Lipstick",3,1
1628,1628,1.0,15.0,15.0,Female,9858,Mid,"Hot Lipstick,Stringy Hair",2,1
1630,1630,2.0,9.25,18.0,Male,839,Albino,"Shadow Beard,Top Hat",2,1
1631,1631,1.0,0.1,0.1,Male,4024,Albino,"Police Cap,Small Shades",2,1
1633,1633,1.0,0.34,0.34,Male,9961,Dark,"Bandana,Cigarette,Mole",3,1
1636,1636,2.0,8.55,10.0,Male,3318,Dark,"Cigarette,Do-rag,Frown,Normal Beard Black,Regular Shades",5,1
1638,1638,2.0,0.13,0.16,Male,5037,Light,"Do-rag,Front Beard Dark",2,1
1640,1640,7.0,4.51,10.99,Male,3806,Mid,"Fedora,Mustache,VR",3,1
1641,1641,1.0,0.34,0.34,Male,5286,Light,"Frown,Knitted Cap,Mole",3,1
1642,1642,2.0,1.125,1.97,Male,7004,Light,"Mohawk Dark,Mole,Normal Beard",3,1
1643,1643,1.0,0.41,0.41,Male,4358,Dark,"Frumpy Hair,Smile",2,1
1646,1646,1.0,0.2,0.2,Male,6423,Light,"Earring,Knitted Cap,Luxurious Beard",3,1
1647,1647,1.0,0.12,0.12,Male,3190,Dark,"Eye Mask,Purple Hair",2,1
1648,1648,7.0,11.178571428571429,23.0,Female,8381,Mid,"Clown Eyes Green,Mohawk Thin,Purple Lipstick",3,1
1649,1649,3.0,22.16333333333333,30.0,Male,8732,Albino,"Crazy Hair,Earring,Regular Shades,Shadow Beard",4,1
1650,1650,2.0,0.65,0.89,Male,4123,Light,"Clown Nose,Messy Hair,Normal Beard Black",3,1
1651,1651,2.0,101.5,125.0,Male,73,Mid,"Beanie,Big Shades,Muttonchops",3,1
1654,1654,1.0,30.0,30.0,Female,3565,Mid,"Medical Mask,Mohawk",2,1
1657,1657,1.0,0.01,0.01,Male,8198,Mid,"Cap,Horned Rim Glasses",2,1
1660,1660,1.0,0.31,0.31,Male,7077,Light,"Bandana,Normal Beard",2,1
1662,1662,1.0,23.99,23.99,Female,2461,Light,"Mole,Purple Eye Shadow,Purple Lipstick,Straight Hair Dark",4,1
1665,1665,2.0,0.5449999999999999,0.61,Male,4776,Albino,"Cap Forward,Cigarette",2,1
1667,1667,4.0,7.3100000000000005,12.1,Male,6489,Mid,"Frumpy Hair,Luxurious Beard",2,1
